"","species_name","plant_area","number","percent"
"624","ROBUR X ALBA","V",36,78.2608695652174
"625","RUBRA","B",137,9.73011363636364
"626","RUBRA","C",101,7.17329545454545
"627","RUBRA","G",10,0.710227272727273
"628","RUBRA","N",43,3.05397727272727
"629","RUBRA","V",1117,79.3323863636364
"630","RUBRUM","B",582,6.92774669682181
"631","RUBRUM","C",1425,16.9622663968575
"632","RUBRUM","G",541,6.43970955838591
"633","RUBRUM","N",564,6.71348648970361
"634","RUBRUM","V",5289,62.9567908582312
"635","RUGOSA","B",18,50
"636","RUGOSA","N",9,25
"637","RUGOSA","V",9,25
"638","SACCHARINUM","B",21,6.46153846153846
"639","SACCHARINUM","C",1,0.307692307692308
"640","SACCHARINUM","G",24,7.38461538461539
"641","SACCHARINUM","N",27,8.30769230769231
"642","SACCHARINUM","V",252,77.5384615384615
"643","SACCHARUM","B",3,2.58620689655172
"644","SACCHARUM","C",11,9.48275862068965
"645","SACCHARUM","G",11,9.48275862068965
"646","SACCHARUM","V",91,78.448275862069
"647","SALICINA","B",4,1.35135135135135
"648","SALICINA","C",2,0.675675675675676
"649","SALICINA","N",19,6.41891891891892
"650","SALICINA","V",271,91.5540540540541
"651","SARGENTIANA","N",1,20
"652","SARGENTIANA","V",4,80
"653","SARGENTII","B",66,9.23076923076923
"654","SARGENTII","C",85,11.8881118881119
"655","SARGENTII","G",21,2.93706293706294
"656","SARGENTII","N",39,5.45454545454545
"657","SARGENTII","V",504,70.4895104895105
"658","SATIVA","B",5,10.8695652173913
"659","SATIVA","N",7,15.2173913043478
"660","SATIVA","V",34,73.9130434782609
"661","SEMPREVIRENS","B",2,28.5714285714286
"662","SEMPREVIRENS","N",1,14.2857142857143
"663","SEMPREVIRENS","V",4,57.1428571428571
"664","SEPTEMLOBUS","V",1,100
"665","SEROTINA","G",1,2.56410256410256
"666","SEROTINA","N",1,2.56410256410256
"667","SEROTINA","V",37,94.8717948717949
"668","SERRATA","B",17,4.94186046511628
"669","SERRATA","C",4,1.16279069767442
"670","SERRATA","N",31,9.01162790697674
"671","SERRATA","V",292,84.8837209302326
"672","SERRULA","B",8,44.4444444444444
"673","SERRULA","V",10,55.5555555555556
"674","SERRULATA","B",383,2.88969367738041
"675","SERRULATA","C",450,3.39520144861928
"676","SERRULATA","G",116,0.875207484532971
"677","SERRULATA","N",1164,8.78225441376188
"678","SERRULATA","V",11141,84.0576429757054
"679","SHUMARDII","B",3,4.34782608695652
"680","SHUMARDII","C",6,8.69565217391304
"681","SHUMARDII","G",10,14.4927536231884
"682","SHUMARDII","N",1,1.44927536231884
"683","SHUMARDII","V",49,71.0144927536232
"684","SIEBOLDII","N",3,10.3448275862069
"685","SIEBOLDII","V",26,89.6551724137931
"686","SIMONII","N",7,29.1666666666667
"687","SIMONII","V",17,70.8333333333333
"688","SINENSIS","C",2,16.6666666666667
"689","SINENSIS","V",10,83.3333333333333
"690","SITCHENSIS","B",63,81.8181818181818
"691","SITCHENSIS","N",3,3.8961038961039
"692","SITCHENSIS","V",11,14.2857142857143
"693","SOULANGEANA  X","C",2,13.3333333333333
"694","SOULANGEANA  X","N",7,46.6666666666667
"695","SOULANGEANA  X","V",6,40
"696","SPECIES","B",264,20.1989288446825
"697","SPECIES","C",87,6.65646518745218
"698","SPECIES","G",9,0.688599846977812
"699","SPECIES","N",189,14.460596786534
"700","SPECIES","V",758,57.9954093343535
"701","SPECIOSA","N",1,1.21951219512195
"702","SPECIOSA","V",81,98.780487804878
"703","SPECTABILIS","N",6,100
"704","SPICATUM","B",3,100
"705","SPRENGERI","N",1,100
"706","STELLATA","V",3,100
"707","STENOPTERA","N",2,6.89655172413793
"708","STENOPTERA","V",27,93.1034482758621
"709","STROBUS","V",1,100
"710","STYRACIFLUA","B",34,2.00708382526564
"711","STYRACIFLUA","C",157,9.26800472255018
"712","STYRACIFLUA","G",27,1.59386068476978
"713","STYRACIFLUA","N",187,11.038961038961
"714","STYRACIFLUA","V",1289,76.0920897284534
"715","SUBHIRTELLA","B",27,9.06040268456376
"716","SUBHIRTELLA","C",6,2.01342281879195
"717","SUBHIRTELLA","N",49,16.4429530201342
"718","SUBHIRTELLA","V",216,72.4832214765101
"719","SWEETHEART","V",5,100
"720","SYLVATICA","B",246,4.7462859347868
"721","SYLVATICA","C",610,11.7692456106502
"722","SYLVATICA","G",110,2.12232297896971
"723","SYLVATICA","N",435,8.39282268956203
"724","SYLVATICA","V",3782,72.9693227860313
"725","SYLVESTRIS","B",110,47.008547008547
"726","SYLVESTRIS","C",2,0.854700854700855
"727","SYLVESTRIS","N",44,18.8034188034188
"728","SYLVESTRIS","V",78,33.3333333333333
"729","SYRIACA","B",11,6.07734806629834
"730","SYRIACA","N",10,5.52486187845304
"731","SYRIACA","V",160,88.3977900552486
"732","TASHKENTENSIS","V",5,100
"733","TATARICUM","N",2,6.66666666666667
"734","TATARICUM","V",28,93.3333333333333
"735","TEGMENTOSUM","V",11,100
"736","THUNBERGII","N",1,50
"737","THUNBERGII","V",1,50
"738","THURINGIACA   X","V",4,100
"739","TIANSHANICA","N",1,33.3333333333333
"740","TIANSHANICA","V",2,66.6666666666667
"741","TOMENTOSA","B",2,6.89655172413793
"742","TOMENTOSA","N",1,3.44827586206897
"743","TOMENTOSA","V",26,89.6551724137931
"744","TRANSITORIA","V",10,100
"745","TREMULA","B",3,27.2727272727273
"746","TREMULA","V",8,72.7272727272727
"747","TREMULOIDES","B",10,25
"748","TREMULOIDES","N",9,22.5
"749","TREMULOIDES","V",21,52.5
"750","TRIACANTHOS","B",226,14.0547263681592
"751","TRIACANTHOS","C",210,13.0597014925373
"752","TRIACANTHOS","G",75,4.66417910447761
"753","TRIACANTHOS","N",170,10.5721393034826
"754","TRIACANTHOS","V",927,57.6492537313433
"755","TRICHOCARPA","B",10,25.6410256410256
"756","TRICHOCARPA","N",17,43.5897435897436
"757","TRICHOCARPA","V",12,30.7692307692308
"758","TRICHOTOMUM","V",2,100
"759","TRIFOLIATA","B",1,33.3333333333333
"760","TRIFOLIATA","V",2,66.6666666666667
"761","TRILOBA","N",3,100
"762","TRUNCATUM","B",82,4.3501326259947
"763","TRUNCATUM","C",219,11.6180371352785
"764","TRUNCATUM","G",18,0.954907161803713
"765","TRUNCATUM","N",254,13.474801061008
"766","TRUNCATUM","V",1312,69.6021220159151
"767","TULIPIFERA","B",146,17.9581795817958
"768","TULIPIFERA","C",99,12.1771217712177
"769","TULIPIFERA","G",42,5.16605166051661
"770","TULIPIFERA","N",51,6.27306273062731
"771","TULIPIFERA","V",475,58.4255842558426
"772","TYPHINA","B",7,30.4347826086957
"773","TYPHINA","N",8,34.7826086956522
"774","TYPHINA","V",8,34.7826086956522
"775","ULMOIDES","N",6,35.2941176470588
"776","ULMOIDES","V",11,64.7058823529412
"777","UNEDO","V",1,100
"778","VEITCHII   X","N",1,100
"779","VELUTINA","B",8,5.22875816993464
"780","VELUTINA","C",1,0.65359477124183
"781","VELUTINA","G",5,3.26797385620915
"782","VELUTINA","N",4,2.61437908496732
"783","VELUTINA","V",135,88.2352941176471
"784","VERTICILLATA","N",1,33.3333333333333
"785","VERTICILLATA","V",2,66.6666666666667
"786","VILMORINII","V",10,100
"787","VIRGINIANA","B",65,15.7766990291262
"788","VIRGINIANA","N",68,16.504854368932
"789","VIRGINIANA","V",279,67.7184466019417
"790","VULGARIS","B",2,16.6666666666667
"791","VULGARIS","N",2,16.6666666666667
"792","VULGARIS","V",8,66.6666666666667
"793","WATERERI  X","B",4,4.70588235294118
"794","WATERERI  X","N",14,16.4705882352941
"795","WATERERI  X","V",67,78.8235294117647
"796","WILSONII","V",2,100
"797","X BIMUNDORUM","C",4,100
"798","X WAREI","N",1,2.85714285714286
"799","X WAREI","V",34,97.1428571428571
"800","X YEDOENSIS","B",79,3.24702013974517
"801","X YEDOENSIS","C",14,0.575421290587752
"802","X YEDOENSIS","G",10,0.41101520756268
"803","X YEDOENSIS","N",338,13.8923140156186
"804","X YEDOENSIS","V",1992,81.8742293464858
"805","XX","B",113,6.97100555212832
"806","XX","C",75,4.62677359654534
"807","XX","G",11,0.67859346082665
"808","XX","N",283,17.4583590376311
"809","XX","V",1139,70.2652683528686
"810","YUNNANENSIS","B",2,12.5
"811","YUNNANENSIS","N",4,25
"812","YUNNANENSIS","V",10,62.5
"813","ZENII","V",2,100
"814","ZUMI","B",47,2.98982188295165
"815","ZUMI","C",10,0.636132315521628
"816","ZUMI","N",211,13.4223918575064
"817","ZUMI","V",1304,82.9516539440204
